transaction_id,customer_id,order_date_raw,amount_raw,currency,payment_method,status,refund_raw
T201259,C10005,,,د.إ,,PENDING,N
T201260,C10175,2024-07-06,138.82dhs,,Bank Transfer,PENDING,full
T201261,C10392,not a date,252.08,,Bank Transfer,FAILED,refund
T201262,C10042,17-May-2024,217.55,,apple_pay,REFUNDED,full
T201263,C10233,2023/09/27,,usd,apple_pay,refunded,FALSE
T201264,C10127,03/09/2022,150.01 AED,EUR,apple_pay,CHARGEBACK,TRUE
T201265,C10373,not a date,AED 168.20,GBP,Card,paid,FALSE
T201266,C10339,2024-06-23,$41.28,EUR,Apple Pay,REFUNDED,TRUE
T201267,C10413,not a date,$359.90,usd,PayPal,PAID,partial
T201268,C10047,2024-08-01 15:14:00,12.75,,paypal,,yes
T201269,C10000,,204.25,aed,PayPal,,TRUE
T201270,C10195,2024-00-12,free,aed,card,CHARGEBACK,1
T201271,C10O01,20-Apr-2024,220.49,USD,Card,refunded,refund
T201272,C10331,2024-00-12,,PKR,,,1
T201273,C10113,2022-08-26,,,Apple Pay,pending,full
T201274,C10245,,,aed,Bank Transfer,Paid,0
T201275,C10035,03/15/2023,,US$,,paid,full
T201276,C10056,2024-01-18,$348.51,,card,Paid,yes
T201277,C10340,2023-08-29 22:18:00,-121.62,,Card,failed,partial
T201278,C10417,2022-02-11 20:46:00,235.13,EUR,Card,,1
T201279,C10347,,51.46dhs,USD,Bank Transfer,failed,
T201280,C10177,15-Jul-2022,0.01,EUR,card,paid,
T201281,C10111,not a date,,د.إ,Bank Transfer,REFUNDED,0
T201282,C10384,2023-01-03,free,د.إ,Apple Pay,PAID,partial
T201283,C10179,22/09/2023,278.56,,PayPal,chargeback,no
T201284,C10116,10-Sep-2024,,,Bank Transfer,pending,TRUE
T201285,C10042,2022-06-13 09:48:00,$147.75,AED,card,pending,-
T201286,C10300,,312.58,aed,PayPal,pending,no
T201287,C10303,2024-01-09,,EUR,paypal,REFUNDED,no
T201288,C10005,2023-03-01 04:10:00,233.96,,cash,chargeback,0
T201289,C10O01,2024-03-20,249.56,PKR,Cash,PENDING,
T201290,C10069,2022/09/09,,PKR,Bank Transfer,REFUNDED,
T201291,C10156,not a date,361.24,AED,Bank Transfer,FAILED,yes
T201292,C99999,15-Feb-2024,$179.14,,bank_transfer,refunded,Y
T201293,,04-Jun-2022,139.1,د.إ,cash,REFUNDED,yes
T201294,C10373,05/31/2022,$57.14,,card,PAID,partial
T201295,C10102,not a date,309.88 AED,د.إ,bank_transfer,PAID,full
T201296,C10023,2024-00-12,,,,PAID,full
T201297,C10004,2023-06-11,,,,CHARGEBACK,no
T201298,C10348,2024/05/22,63.67,aed,paypal,paid,
T201299,C10063,,-75.33dhs,usd,paypal,CHARGEBACK,refund
T201300,C10114,,140.62dhs,aed,,REFUNDED,yes
T201301,C10277,11/02/2024,,AED,Cash,FAILED,FALSE
T201302,C10309,29-May-2022,166.84,GBP,Cash,failed,1
T201303,C10201,2024-08-03,free,AED,card,CHARGEBACK,
T201304,C10391,15-Oct-2022,185.15,AED,bank_transfer,REFUNDED,
T201305,C10284,03/08/2024,,AED,,Paid,FALSE
T201306,C10077,31/07/2024,36.95dhs,usd,,failed,1
T201307,C10256,13/04/2022,$334.30,aed,Bank Transfer,chargeback,
T201308,C10401,2024-01-27 23:53:00,,,Bank Transfer,PENDING,FALSE
T201309,C10004,2023-07-21,268.62,GBP,card,REFUNDED,N
T201310,C10369,,255.84,EUR,Apple Pay,chargeback,N
T201311,C10183,,141.35 AED,,card,paid,1
T201312,C10355,not a date,,د.إ,paypal,,0
T201313,C10164,2024-01-21,$205.25,,Cash,Paid,Y
T201314,C10218,11/25/2023,,,Bank Transfer,Paid,
T201315,C10247,25/10/2023,158.9,,card,paid,-
T201316,C10111,2024-06-16,192.72 AED,US$,Bank Transfer,pending,
T201317,C10110,2022-05-19,93.98,GBP,PayPal,FAILED,0
T201318,C10187,2022-07-21 00:32:00,152.77,usd,card,,refund
T201319,,not a date,142.99,EUR,Apple Pay,pending,FALSE
T201320,C10304,2023-09-23 08:22:00,6087.16,,Apple Pay,Paid,full
T201321,C10030,21-Nov-2023,,,cash,refunded,-
T201322,C10266,27/02/2023,19.14,aed,,CHARGEBACK,Y
T201323,C10242,2024-00-12,145.90,USD,,pending,1
T201324,C10039,13-Jun-2023,AED 159.50,EUR,card,REFUNDED,full
T201325,C10179,2023/12/25,239.8,US$,apple_pay,PENDING,
T201326,C10237,02/12/2023,372.95,PKR,paypal,,FALSE
T201327,C10295,,146.14,aed,,chargeback,refund
T201328,C10253,,261.52,PKR,paypal,CHARGEBACK,refund
T201329,C10375,2023/05/26,AED 299.61,,cash,chargeback,FALSE
T201330,C10133,,,GBP,apple_pay,,TRUE
T201331,C10391,2023-07-21,297.18,PKR,PayPal,pending,no
T201332,C10049,,225.22dhs,usd,Bank Transfer,refunded,Y
T201333,C10133,2023-08-12 06:19:00,45.41,usd,bank_transfer,FAILED,TRUE
T201334,C10258,not a date,,US$,card,PAID,full
T201335,C10080,not a date,158.14,US$,paypal,pending,-
T201336,C10379,2024-00-12,273.47,,Apple Pay,,
T201337,C10221,not a date,44.35,aed,card,FAILED,0
T201338,C10117,2023/10/18,,US$,bank_transfer,pending,yes
T201339,C10269,,147.93 AED,,cash,pending,-
T201340,C10414,2024-00-12,230.71,USD,Card,PENDING,TRUE
T201341,C10042,2022/11/08,free,EUR,Cash,PAID,-
T201342,C10354,2024-00-12,free,US$,Bank Transfer,REFUNDED,0
T201343,C10275,22-Aug-2022,60.79dhs,GBP,apple_pay,pending,-
T201344,C10123,,$200.89,US$,paypal,FAILED,
T201345,C10361,2024-00-12,free,,Apple Pay,PENDING,FALSE
T201346,C10226,2022-11-06 06:39:00,$354.23,aed,bank_transfer,PAID,no
T201347,C10188,2022-08-11,54.57,GBP,Bank Transfer,FAILED,yes
T201348,C10042,2024-00-12,AED 338.73,د.إ,Apple Pay,REFUNDED,
T201349,C10117,,,GBP,Apple Pay,pending,refund
T201350,C10035,2024-00-12,28.07dhs,AED,Cash,Paid,
T201351,,2023-10-11,,EUR,Apple Pay,pending,TRUE
T201352,C10152,2024-00-12,192.31,aed,Card,Paid,FALSE
T201353,C10324,2024/06/07,$434.14,USD,Bank Transfer,Paid,0
T201354,C10O01,2024-00-12,0,US$,,PAID,0
T201355,C10314,,265.23,د.إ,Card,pending,FALSE
T201356,C10172,,AED 102.66,,apple_pay,failed,
T201357,C10199,30-Apr-2022,234.21,GBP,,chargeback,1
T201358,C10218,not a date,,د.إ,apple_pay,PENDING,yes
T201359,C10186,24/02/2022,0,AED,,PAID,-
T201360,C10237,2022-10-02,83.79 AED,US$,paypal,paid,yes
T201361,C10355,not a date,AED 192.45,GBP,,FAILED,
T201362,C10152,01/08/2024,AED 236.09,,Bank Transfer,Paid,TRUE
T201363,C10047,2024-01-29 12:30:00,273.08,aed,bank_transfer,,TRUE
T201364,C10210,2024/06/05,$210.33,USD,apple_pay,refunded,FALSE
T201365,C10051,06/21/2024,249.15,PKR,cash,Paid,Y
T201366,C10276,not a date,AED 356.88,,bank_transfer,FAILED,TRUE
T201367,C10282,not a date,,,Cash,failed,N
T201368,C10077,not a date,free,,,refunded,N
T201369,C10328,,0.00 AED,USD,,FAILED,0
T201370,C10267,25/03/2022,,usd,,PAID,
T201371,C10392,2023-12-16 16:49:00,AED 43.58,usd,paypal,PENDING,full
T201372,C10145,not a date,$181.21,US$,apple_pay,failed,yes
T201373,C10388,not a date,AED 263.16,usd,apple_pay,paid,refund
T201374,C10401,2022-06-04 14:20:00,0.00,usd,card,REFUNDED,
T201375,C10249,27-Mar-2022,197.58,USD,cash,REFUNDED,full
T201376,C10235,2023-08-23 03:08:00,AED 44.75,usd,Card,FAILED,full
T201377,C10173,,93.38,usd,apple_pay,pending,TRUE
T201378,C10087,,-251.75,EUR,Apple Pay,refunded,yes
T201379,C10062,2022/07/30,,PKR,PayPal,,refund
T201380,C10205,2023-10-14 22:28:00,AED 10.28,د.إ,apple_pay,,Y
T201381,C10223,2024/08/09,free,,Cash,FAILED,refund
T201382,C10090,,,,cash,CHARGEBACK,refund
T201383,C10098,29/08/2022,AED 0.00,,Bank Transfer,refunded,
T201384,C10221,2022/05/05,231.45,aed,Cash,Paid,FALSE
T201385,C10013,2024-00-12,,د.إ,apple_pay,Paid,refund
T201386,C10384,2024/06/07,23.91,AED,,FAILED,refund
T201387,C10306,2022-08-10 22:52:00,,aed,apple_pay,REFUNDED,Y
T201388,C10010,2024-09-02,AED 375.62,,Card,Paid,N
T201389,C10413,13-Jul-2023,200.10 AED,GBP,Card,refunded,TRUE
T201390,C10061,2022-07-19,143.77 AED,GBP,bank_transfer,chargeback,Y
T201391,C10150,2023-05-04,253.98,US$,Cash,PENDING,0
T201392,C10104,,$243.89,usd,PayPal,pending,refund
T201393,C10023,01/05/2024,free,usd,card,Paid,full
T201394,C10073,2022-02-20 22:32:00,,GBP,bank_transfer,chargeback,TRUE
T201395,C10333,not a date,,aed,PayPal,PAID,
T201396,C10027,not a date,AED 191.45,usd,bank_transfer,CHARGEBACK,N
T201397,C10016,15-Mar-2024,free,US$,cash,paid,full
T201398,C10087,2023-11-14 11:33:00,,GBP,PayPal,REFUNDED,
T201399,C10006,12/14/2023,287.78,AED,,refunded,refund
T201400,C10086,,,GBP,card,FAILED,partial
T201401,C10188,2024-00-12,322.3,US$,bank_transfer,CHARGEBACK,TRUE
T201402,C10230,2023/12/11,free,aed,card,chargeback,partial
T201403,C10020,21-May-2023,207.27 AED,usd,,failed,
T201404,,,free,PKR,Card,refunded,no
T201405,C10327,2022-07-25,AED 79.93,USD,Bank Transfer,CHARGEBACK,
T201406,C99999,2024-00-12,,usd,paypal,PAID,TRUE
T201407,C10O01,2022-06-14,,US$,PayPal,paid,partial
T201408,C10344,2022/08/30,,د.إ,bank_transfer,refunded,refund
T201409,C10384,2023-08-17 02:23:00,AED 190.83,PKR,card,REFUNDED,N
T201410,C10274,2022/05/14,,د.إ,,pending,full
T201411,C10149,2024-05-01,153.69,PKR,Apple Pay,REFUNDED,partial
T201412,C10405,06/07/2022,free,,paypal,pending,refund
T201413,C10124,not a date,227.74,,Card,FAILED,full
T201414,,2023/07/20,,US$,bank_transfer,Paid,N
T201415,C10033,,$276.41,US$,card,Paid,TRUE
T201416,C10188,2024-07-29 20:49:00,AED 185.54,EUR,card,PAID,0
T201417,C10106,2022/07/17,241.09,,,refunded,-
T201418,C10347,,193.54,usd,,PAID,FALSE
T201419,C10350,,$0.00,USD,cash,chargeback,
T201420,C10286,23/03/2022,142.36,US$,Bank Transfer,,FALSE
T201421,C10004,not a date,0dhs,EUR,PayPal,PAID,partial
T201422,C10053,,,GBP,cash,PENDING,TRUE
T201423,C10060,08/23/2023,AED 334.07,US$,,refunded,
T201424,C10076,2022/10/15,,usd,PayPal,,no
T201425,C10269,,8241.54dhs,EUR,cash,PENDING,N
T201426,C10369,2024-00-12,272.75,aed,Card,FAILED,yes
T201427,C10375,2024-00-12,,,Bank Transfer,FAILED,Y
T201428,C10178,not a date,AED 241.33,EUR,cash,failed,
T201429,C10147,2024-06-19,203.7,د.إ,cash,refunded,partial
T201430,C10324,10/08/2022,free,AED,apple_pay,REFUNDED,yes
T201431,C10043,,$375.66,د.إ,,refunded,yes
T201432,C10333,2022-08-09,AED 112.90,EUR,,,1
T201433,C10321,23/08/2022,99.55 AED,EUR,Cash,pending,TRUE
T201434,C10383,2023-10-16,215.38,د.إ,Cash,Paid,partial
T201435,C10002,2022-06-09 18:17:00,280.94 AED,AED,Bank Transfer,Paid,
T201436,C10029,22/02/2023,AED 179.95,PKR,Cash,,
T201437,C10280,,62.3,USD,,paid,full
T201438,C10042,2022-08-22 08:53:00,,PKR,apple_pay,,
T201439,C10313,,252.61,US$,Apple Pay,chargeback,full
T201440,C10352,2023-05-17 08:32:00,429.12,usd,card,Paid,partial
T201441,C10415,27-Jun-2024,AED 153.65,د.إ,PayPal,chargeback,TRUE
T201442,C10204,2023/07/14,AED 205.73,PKR,PayPal,PENDING,full
T201443,C10408,25-Jun-2023,112.07,د.إ,cash,paid,no
T201444,C10371,2024/08/09,1.55dhs,,Cash,REFUNDED,refund
T201445,C10064,2024-01-04,189.10 AED,د.إ,Card,Paid,FALSE
T201446,C10241,17/07/2023,,,bank_transfer,PENDING,no
T201447,C10018,19-Oct-2023,$58.49,,Bank Transfer,refunded,partial
T201448,C10055,10/20/2023,free,aed,PayPal,FAILED,1
T201449,C10209,not a date,6900.4,US$,paypal,FAILED,FALSE
T201450,C10174,2024/02/27,3029.78 AED,,cash,pending,
T201451,C10206,07/13/2024,AED 252.06,USD,Apple Pay,,partial
T201452,C10110,2022-11-26 23:53:00,,GBP,Apple Pay,chargeback,no
T201453,C10123,16/05/2024,76.27,US$,PayPal,Paid,TRUE
T201454,C10241,2024-05-07 15:01:00,189.07,د.إ,Apple Pay,failed,yes
T201455,C10212,2022-03-05 15:38:00,104.97,USD,PayPal,REFUNDED,TRUE
T201456,C10090,2024-00-12,0,AED,Cash,refunded,yes
T201457,C10307,,189.35 AED,usd,paypal,REFUNDED,0
T201458,C10076,2022/11/03,$243.33,GBP,Bank Transfer,PENDING,full
T201459,C10210,,0,د.إ,Card,paid,1
T201460,C10236,08/04/2024,159.07dhs,د.إ,Card,refunded,
T201461,C10324,2024-00-12,AED 128.10,د.إ,,Paid,
T201462,C10308,2022-08-14,50.61,,Bank Transfer,paid,partial
T201463,C10355,03/22/2024,149.84dhs,EUR,bank_transfer,chargeback,Y
T201464,C10221,18-Aug-2023,0,د.إ,Bank Transfer,REFUNDED,Y
T201465,C10081,2022/06/10,$210.07,د.إ,Cash,REFUNDED,0
T201466,C10255,17/09/2024,322.32dhs,EUR,Card,FAILED,TRUE
T201467,C10040,2023-02-19 04:17:00,28.60,aed,Apple Pay,CHARGEBACK,
T201468,C10187,2023/11/23,172.15 AED,aed,Cash,REFUNDED,FALSE
T201469,C10305,08/18/2022,351.04,PKR,card,REFUNDED,
T201470,C10293,2024-07-23 04:23:00,194.69,US$,Apple Pay,pending,TRUE
T201471,C10001,,117.77 AED,AED,Card,failed,FALSE
T201472,C10286,2022-08-25,AED 70.73,aed,PayPal,PAID,
T201473,C10238,,201.34 AED,GBP,apple_pay,REFUNDED,TRUE
T201474,C10212,,164.08 AED,US$,Cash,PENDING,-
T201475,C10227,not a date,255.79,,card,PENDING,yes
T201476,C10121,2023-08-01,,aed,Bank Transfer,refunded,no
T201477,C10263,12/19/2023,free,EUR,apple_pay,PAID,N
T201478,C10144,2024-00-12,$131.57,usd,paypal,REFUNDED,refund
T201479,C10114,2024-04-16 18:50:00,$257.11,PKR,card,PENDING,0
T201480,C10239,2023-06-21 21:45:00,93.31 AED,US$,PayPal,PENDING,refund
T201481,C10152,2022/10/21,24.24,AED,bank_transfer,FAILED,TRUE
T201482,C10391,2023-02-09,free,د.إ,apple_pay,CHARGEBACK,full
T201483,C10045,2024/04/29,65.48,EUR,Cash,,yes
T201484,,2022-07-10,135.04dhs,AED,bank_transfer,paid,-
T201485,C10101,20/02/2024,257.75,AED,bank_transfer,failed,N
T201486,C10353,not a date,free,,apple_pay,paid,TRUE
T201487,C10382,,,د.إ,Apple Pay,,full
T201488,C10369,,$115.14,usd,Cash,refunded,partial
T201489,C10O01,2023/09/04,-238.44,usd,card,,1
T201490,C10394,2023-04-25,,aed,apple_pay,chargeback,1
T201491,C10130,2024-09-14 13:38:00,$184.29,EUR,Bank Transfer,chargeback,no
T201492,C10150,,155.43,PKR,paypal,CHARGEBACK,
T201493,C10364,,,GBP,PayPal,PAID,N
T201494,C10345,,AED 161.32,,paypal,paid,partial
T201495,C10191,2022-02-05 04:50:00,free,,card,paid,1
T201496,C10336,not a date,,,cash,Paid,refund
T201497,C10178,2024-07-03,$118.63,US$,Card,paid,0
T201498,C10271,not a date,168.74dhs,US$,Bank Transfer,chargeback,N
T201499,C10161,2024-00-12,78.13,AED,paypal,pending,FALSE
T201500,C10080,,$-207.88,,Bank Transfer,FAILED,full
T201501,C10339,2024/03/23,free,AED,Apple Pay,FAILED,-
T201502,,2024-00-12,free,usd,cash,Paid,0
T201503,C10334,,217.64,,paypal,REFUNDED,
T201504,C10128,2024-00-12,169.26 AED,PKR,apple_pay,CHARGEBACK,
T201505,C10275,2022-06-06 23:51:00,free,د.إ,Card,Paid,FALSE
T201506,C10279,2022/02/16,16.08,د.إ,Apple Pay,chargeback,full
T201507,C10168,2024-00-12,,د.إ,cash,chargeback,no
T201508,C10399,,,AED,cash,REFUNDED,Y
T201509,C10159,,138.83 AED,US$,Cash,chargeback,0
T201510,C10108,,,AED,paypal,paid,partial
T201511,C10O01,12/04/2023,258.27 AED,aed,Card,Paid,TRUE
T201512,C99999,2024-00-12,free,,apple_pay,PENDING,N
T201513,C10343,2024-04-25,AED 319.59,EUR,PayPal,paid,1
T201514,C10125,05/21/2024,0dhs,,PayPal,,1
T201515,C10376,2024-00-12,free,GBP,Apple Pay,FAILED,1
T201516,C10024,,138.32 AED,د.إ,Cash,chargeback,partial
T201517,C10153,,214.26dhs,usd,Cash,PAID,partial
T201518,C10379,,AED 290.74,AED,PayPal,PENDING,FALSE
T201519,C10371,2023-07-25 12:21:00,94.52 AED,د.إ,cash,,0
T201520,C10255,,218.15dhs,GBP,bank_transfer,failed,no
T201521,C10342,10/05/2023,$271.54,د.إ,Cash,REFUNDED,Y
T201522,C10004,2023/10/03,174.98,,Bank Transfer,paid,refund
T201523,C10364,08/02/2024,$239.36,EUR,paypal,chargeback,
T201524,C10272,,"9,885.3",usd,Apple Pay,REFUNDED,TRUE
T201525,C10254,,36.95,د.إ,cash,refunded,1
T201526,C10071,01/27/2024,,GBP,bank_transfer,pending,
T201527,C10385,12/21/2023,160.26,,Bank Transfer,refunded,partial
T201528,C10283,01/05/2022,180.07dhs,د.إ,Bank Transfer,FAILED,refund
T201529,C10237,03/31/2023,,aed,PayPal,refunded,yes
T201530,C10230,15/07/2023,$0.00,GBP,Cash,pending,refund
T201531,C10104,06/09/2024,$197.08,GBP,Cash,failed,N
T201532,,23-Aug-2022,AED 197.18,EUR,Card,PAID,refund
T201533,C10060,2022-06-04,,aed,cash,refunded,
T201534,C10388,09/14/2024,free,PKR,cash,PENDING,partial
T201535,C10045,2024-05-24,154.07,,Card,chargeback,N
T201536,C10207,2023-12-03 22:40:00,0.00,د.إ,Bank Transfer,pending,
T201537,C10112,12/18/2023,AED 112.29,usd,cash,refunded,Y
T201538,C10164,2022/02/08,,US$,Cash,PAID,yes
T201539,C10387,not a date,94.64,AED,,Paid,TRUE
T201540,C10371,,AED 23.76,د.إ,paypal,Paid,full
T201541,C10365,2024-00-12,211.72 AED,EUR,card,failed,
T201542,C10152,2024-00-12,,PKR,Apple Pay,chargeback,0
T201543,C10363,,215.06 AED,,Cash,paid,no
T201544,C10387,,157.87 AED,EUR,cash,paid,N
T201545,C10188,2023-10-08 09:15:00,free,aed,bank_transfer,,1
T201546,C10392,27-Mar-2022,AED 181.58,USD,PayPal,CHARGEBACK,N
T201547,C10272,05/01/2023,,د.إ,Card,,1
T201548,C10190,2024-00-12,AED 383.00,USD,card,Paid,N
T201549,C10227,,213.91,,Apple Pay,pending,TRUE
T201550,C10042,not a date,,AED,,REFUNDED,partial
T201551,C10214,2022/03/17,$292.56,usd,,refunded,Y
T201552,C10371,17-Dec-2023,,د.إ,Card,Paid,partial
T201553,C10012,10-Aug-2024,161.27dhs,,PayPal,refunded,no
T201554,C10271,2023/08/14,free,GBP,cash,CHARGEBACK,full
T201555,C10186,,free,US$,cash,pending,full
T201556,C10159,2024-00-12,,US$,Bank Transfer,CHARGEBACK,partial
T201557,C10404,2024-00-12,,aed,cash,FAILED,
T201558,C10380,2023-03-02,475.06dhs,GBP,apple_pay,Paid,FALSE
T201559,C10165,2022-12-10,,,Bank Transfer,Paid,1
T201560,C10023,09/17/2023,62.57,د.إ,paypal,failed,0
T201561,C10415,2023/09/22,153.71dhs,,bank_transfer,PENDING,-
T201562,C10075,15-Apr-2023,free,AED,PayPal,pending,
T201563,C10238,2024-00-12,157.59,AED,bank_transfer,failed,
T201564,C10125,09-Apr-2024,72.32,PKR,paypal,pending,partial
T201565,C10392,04/16/2024,0.00 AED,AED,Card,PAID,
T201566,C10148,10/24/2022,,EUR,Apple Pay,CHARGEBACK,TRUE
T201567,C10042,,203.48,,,REFUNDED,
T201568,C10041,not a date,159.51,AED,Cash,Paid,-
T201569,,,,PKR,Apple Pay,CHARGEBACK,Y
T201570,C10142,,424.0,USD,bank_transfer,PAID,full
T201571,C10155,2024-00-12,194.05 AED,د.إ,Cash,CHARGEBACK,
T201572,C10233,2022-12-04,134.59dhs,د.إ,cash,CHARGEBACK,0
T201573,C10057,09/05/2022,283.94 AED,AED,Card,paid,1
T201574,C10049,02/04/2022,0,usd,PayPal,paid,0
T201575,C10092,,free,aed,Card,refunded,Y
T201576,C10014,2024-00-12,,د.إ,paypal,paid,partial
T201577,C10115,not a date,82.00 AED,US$,Card,chargeback,partial
T201578,C10411,,$193.19,GBP,paypal,PENDING,partial
T201579,C10254,not a date,380.68,AED,Apple Pay,PAID,TRUE
T201580,C10182,08-Aug-2023,,USD,,REFUNDED,0
T201581,C10137,31-Mar-2023,free,,,paid,partial
T201582,,not a date,free,usd,cash,FAILED,N
T201583,C10269,,13.09dhs,GBP,cash,chargeback,full
T201584,C10071,08/06/2024,,GBP,Bank Transfer,PENDING,1
T201585,C10169,2023-11-12,free,PKR,cash,PAID,no
T201586,C10116,,,USD,card,chargeback,-
T201587,C10249,2024-00-12,85.03dhs,AED,bank_transfer,failed,
T201588,C10157,2022-10-04,92.75dhs,,Cash,pending,full
T201589,C10338,24-Nov-2023,AED 251.05,usd,bank_transfer,FAILED,0
T201590,C10198,,,USD,apple_pay,chargeback,yes
T201591,C10218,2024-00-12,359.22 AED,,PayPal,PAID,0
T201592,C10301,11/02/2023,206.54,د.إ,cash,paid,TRUE
T201593,C10152,2022-10-09,93.77,,,refunded,1
T201594,C10003,08/15/2022,free,EUR,Cash,REFUNDED,refund
T201595,C10140,2023-09-23,,AED,PayPal,chargeback,0
T201596,C10303,2023-10-18 15:59:00,,PKR,card,failed,FALSE
T201597,C10146,2022-12-03 05:03:00,$0.00,AED,card,,N
T201598,C10379,16-Aug-2023,73.82,PKR,Bank Transfer,Paid,FALSE
T201599,C10007,21/05/2024,free,د.إ,Apple Pay,pending,Y
T201600,C10199,2023-04-29 14:37:00,201.5dhs,,Cash,chargeback,N
T201601,C10415,07/23/2023,182.61,AED,apple_pay,paid,N
T201602,C10226,2023/10/07,,EUR,PayPal,FAILED,partial
T201603,C10292,not a date,0,,bank_transfer,PENDING,Y
T201604,C10341,2022-10-17,,USD,bank_transfer,REFUNDED,-
T201605,C10154,04/11/2024,0,GBP,apple_pay,failed,refund
T201606,C10069,2023-10-29 20:46:00,,AED,card,REFUNDED,partial
T201607,C10362,10/02/2023,,USD,cash,CHARGEBACK,0
T201608,C10089,2024-00-12,$246.48,EUR,Card,failed,yes
T201609,C10153,2024-00-12,free,USD,Bank Transfer,paid,FALSE
T201610,C10009,,242.19dhs,usd,card,pending,refund
T201611,C10367,27-Dec-2023,AED 37.56,,paypal,PAID,
T201612,C10152,02-Feb-2023,309.06,د.إ,Bank Transfer,,-
T201613,C10068,20-Aug-2024,,usd,card,failed,partial
T201614,C10025,not a date,315.43,PKR,Bank Transfer,pending,-
T201615,C10167,not a date,113.35,USD,Apple Pay,REFUNDED,refund
T201616,,2022/06/16,218.89dhs,aed,apple_pay,FAILED,FALSE
T201617,C10239,2024-00-12,AED 48.35,aed,card,refunded,1
T201618,C10123,,190.39,,PayPal,chargeback,
T201619,C10148,,99.24,,cash,,refund
T201620,,02/16/2022,,PKR,Card,,no
T201621,C10030,2024-00-12,369.89,GBP,Cash,,N
T201622,C10164,,154.66 AED,US$,,chargeback,partial
T201623,C10307,13-Aug-2022,396.15 AED,US$,PayPal,failed,-
T201624,C10386,not a date,,usd,cash,PENDING,-
T201625,C10409,,free,,Apple Pay,PAID,
T201626,C10122,2022-10-07,free,usd,paypal,,refund
T201627,C10206,22-Mar-2023,,usd,,Paid,no
T201628,C99999,2023-08-18,AED 240.54,د.إ,Cash,failed,full
T201629,C10152,2023/05/18,,AED,Bank Transfer,,
T201630,C10399,2024/02/17,,US$,card,CHARGEBACK,no
T201631,C10028,15/10/2023,335.84 AED,aed,Card,REFUNDED,refund
T201632,C10280,2023/10/15,AED 220.83,usd,Bank Transfer,pending,N
T201633,C10291,01/14/2023,,USD,PayPal,refunded,TRUE
T201634,C10080,07/16/2023,262.47,US$,paypal,PENDING,no
T201635,C10408,2022-08-10 16:58:00,164.49dhs,US$,PayPal,PAID,Y
T201636,C10129,05/11/2023,AED 228.95,aed,bank_transfer,pending,Y
T201637,C10244,04-Jul-2024,,USD,Card,Paid,yes
T201638,C10235,2022-12-18 00:22:00,,PKR,Cash,Paid,
T201639,C10030,11-Dec-2023,67.60,aed,Cash,FAILED,1
T201640,C10154,2023/03/24,free,,Cash,failed,1
T201641,,2024-03-10,481.14,,bank_transfer,failed,FALSE
T201642,,2023-06-15 13:57:00,free,,PayPal,pending,-
T201643,C10052,2022-09-08,137.08,د.إ,Card,FAILED,0
T201644,C10361,,,PKR,Card,PAID,Y
T201645,C10245,2022-07-26,157.43,AED,PayPal,Paid,N
T201646,C10295,08/06/2023,62.67,د.إ,paypal,REFUNDED,0
T201647,C10071,,197.48,aed,Cash,CHARGEBACK,-
T201648,C10226,2023-09-10 21:00:00,free,AED,card,refunded,
T201649,C10016,,241.19,GBP,Apple Pay,CHARGEBACK,full
T201650,C10404,,152.45,,Cash,REFUNDED,no
T201651,C10367,,118.91,,,CHARGEBACK,partial
T201652,C10320,2022/05/10,$221.83,US$,PayPal,FAILED,no
T201653,C10067,2023-09-05,9.38,,cash,Paid,yes
T201654,,2023-12-19,,usd,bank_transfer,refunded,FALSE
T201655,C10329,2024-05-31 06:45:00,0,PKR,card,paid,0
T201656,C10081,22/09/2023,,usd,cash,PENDING,yes
T201657,C10002,25-May-2022,60.13,,paypal,FAILED,N
T201658,C10283,10-Jun-2022,$76.34,PKR,PayPal,PAID,yes
T201659,C10087,,free,,Apple Pay,chargeback,no
T201660,C10137,2022/05/01,102.67dhs,aed,Card,CHARGEBACK,refund
T201661,C10082,2024-00-12,$127.37,GBP,cash,paid,
T201662,C10329,2023-06-17,,,PayPal,FAILED,full
T201663,C10083,not a date,201.11dhs,USD,apple_pay,PENDING,-
T201664,C10123,2024-00-12,219.39,aed,card,CHARGEBACK,refund
T201665,C10402,2023/01/13,free,,Cash,paid,yes
T201666,C10162,2022-12-04,AED 171.20,US$,bank_transfer,refunded,refund
T201667,C10272,2022-04-04,,EUR,Cash,PAID,refund
T201668,C10001,,177.25 AED,EUR,Cash,failed,full
T201669,C10019,,,,card,FAILED,refund
T201670,C10292,2023-03-23 15:15:00,0,,PayPal,PENDING,1
T201671,C10060,24/02/2024,241.98,usd,,PAID,1
T201672,C10415,2024-00-12,,PKR,Bank Transfer,failed,-
T201673,C10312,not a date,free,GBP,card,PAID,
T201674,C10265,2023-12-17 03:11:00,,aed,apple_pay,PENDING,Y
T201675,C10375,10/17/2023,182.64,PKR,Apple Pay,PENDING,refund
T201676,C10211,,164.56,AED,PayPal,FAILED,partial
T201677,C10173,2023/08/04,189.14,aed,Bank Transfer,refunded,TRUE
T201678,C10374,2024-09-04,103.31,US$,cash,pending,TRUE
T201679,C10120,,203.78,,Apple Pay,Paid,partial
T201680,C10173,not a date,$262.66,د.إ,,FAILED,partial
T201681,C10370,2024-08-13,$183.63,usd,Bank Transfer,chargeback,
T201682,C10116,,142.95dhs,PKR,cash,refunded,no
